Tanggal,Comment,Sentiment,label,predict_sentiment_indoBERT,Platform,standardized_text,Topic
2024-08-23 00:00:00,"Klo ada yang batal gjd ikut male bisa DM yes, lagi nyari soalnya, tks",netral,1,netral,Instagram,batal kirim pesan mencari terima kasih,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"Yg butuh villa deket venue bisa dm, kurang lebih jarak 3,5 km",netral,1,netral,Instagram,butuh vila lokasi kirim pesan jaraknya 5 kilometer,Maybank Marathon di Bali
2024-08-23 00:00:00,Wtb fm or hm male. Cod di bali besok,netral,1,netral,Instagram,mencari maraton penuh maraton laki bayar bali besok,Maybank Marathon di Bali
2024-08-23 00:00:00,"Butuh 2slok 10k guyss info yg ada...saya sudah d balii please infooo...cod only ,racepack sudah d ambilin...ongkos ntr d gnti tq",netral,1,netral,Instagram,butuh slot 10 kilometer teman info bali mohon infonya bayar paket lomba diambil ongkos diganti terima kasih,Maybank Marathon di Bali
2024-08-23 00:00:00,"Gaiss, ada yang butuh room hotel buat tgl 24 co tgl 25, khusus wanita, ada sisa 1 room buat 2 orang. Lokasi 15 menit naik  motor/ 17 menit naik mobil ke Bali United lokasi venue. Silakan DM aku yang butuh thank you.",netral,1,netral,Instagram,teman butuh kamar hotel tanggal khusus wanita sisa kamar orang lokasi menit motor menit mobil lokasi bali united silakan kirim pesan butuh terima kasih,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,cari 10K Atau HM cod bali,netral,1,netral,Instagram,mencari 10 kilometer maraton bayar bali,Maybank Marathon di Bali
2024-08-23 00:00:00,Sub 6 jam sampe ada pace 5 hmmmm tidak kumaafkan 🐻🐻,negatif,0,negatif,Instagram,jam pacer menit kilometer hm kumaafkan,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Menyala @mikeeycharles 🔥,positif,2,positif,Instagram,menyala,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,kereennnn masbrooooo 🔥🔥🔥 @eka_hendrata @kemanaarul,positif,2,positif,Instagram,keren masbro,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Menyala sisturrr @wiqzz 🔥,positif,2,positif,Instagram,menyala saudari,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"semangat semua.. 🔥🔥 ijin tanya, untuk dapat medal, cut off nya 3 jam ya? thx u be4 😁😁 see u all.. rest well",positif,2,positif,Instagram,semangat izin medali batas jam terima kasih jumpa istirahat,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,@sandiahmad02 sore aja kita ke sini son.. Siang nanaaaaazzz 🥵,negatif,0,negatif,Instagram,sore siang panas,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,yuhuuu @sisca_subakti 😂😂😂,positif,2,positif,Instagram,yuhu,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Iyaaa gaak sih @maulana.agung_ @ysuryadi80 @d.raynaldi8 @nindyakartikaa @rezaadisaputra 😂😂,positif,2,netral,Instagram,iya sih,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,kan udah pernah kan ternyata mbaku ini @femidiah,netral,1,netral,Instagram,mbakku,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Kerenn bgt @nataaady @seftiyaulfa @refafah @yudhapalka15,positif,2,positif,Instagram,keren banget,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Menyala broqu 🔥🔥😍😍 @azwaralvarro selamat bertugas,positif,2,positif,Instagram,menyala broku selamat bertugas,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,@wmargata selamat bertugas winnii❤️❤️❤️ dan abang awaak @apricosilalahi 🔥🔥,positif,2,positif,Instagram,selamat bertugas wini abang awak,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"Wiihh, selamat bertugass Owiiss @louistanphoto 🙌🙌",positif,2,positif,Instagram,wahh selamat bertugas owiss,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Keren euy @louistanphoto.. Selamat bertugas..,positif,2,positif,Instagram,keren banget selamat bertugas,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,COD HM dung need urgent! Beli diatas dikit gpp,netral,1,netral,Instagram,bayar maraton butuh beli mahal,Maybank Marathon di Bali
2024-08-23 00:00:00,Ada pak @dannysiwu nihh😂,positif,2,netral,Instagram,nih,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Member @evorunnersjkt paling depan 👏❤️🔥,positif,2,positif,Instagram,anggota,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,CLIP BIB NUMBERNYA KA🔥,positif,2,positif,Instagram,pasangkan nomor bib ka,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Hello! It is possible to register tomorrow?,netral,1,netral,Instagram,halo mendaftar besok,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Semoga finish string semuanya 🔥,positif,2,positif,Instagram,semoga menyelesaikan kuat,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,"Pas hari H race, parkiran BUTC dibuka juga kah?",netral,1,netral,Instagram,h lomba area parkir bali united training center dibuka,Maybank Marathon di Bali
2024-08-23 00:00:00,"Min Ga bs Ikut Race Krn Kaki Keseleo, adakah Solusi utk bs dapat Racepacknya,, gpp Ga Usah Bibnya, Pengen Punyak Kausnya 😢😢",negatif,0,negatif,Instagram,admin lomba kaki keseleo adakah solusi paket lombanya bibnya kaosnya,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Info lokasi parkir kendaraan min?,netral,1,netral,Instagram,info lokasi parkir kendaraan admin,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,"Meskipun belum ikutan race course baru tahun ini, merasakan semangat dan vibesnya. Semoga tahun depan bisa ikutan lagi 💪🏻💪🏻",positif,2,positif,Instagram,ikutan lintasan lomba merasakan semangat suasananya semoga,Maybank Marathon di Bali
2024-08-23 00:00:00,Race packnya gokiiil mantaaaap buanyak bgt,positif,2,positif,Instagram,paket lombanya mantap isinya,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Bisa diwakilkan atau ada prosedur lain?,netral,1,netral,Instagram,diwakilkan prosedur,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,admin ga ada perpanjangan waktu untuk pengambilan racepacknya kah?😢,negatif,0,negatif,Instagram,admin perpanjangan pengambilan paket lomba,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Gak bs diambilin RPCnya klo gini sih..😢,negatif,0,negatif,Instagram,diambilkan paket lombanya sih,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Min tolong dong waktu diperpanjang sampe jam 19.00 krn ngajar sampe jam 18.00 perjalanan 30menit...please,netral,1,netral,Instagram,admin diperpanjang mengajar perjalanan menit mohon,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"Waktu mepet, parkir jauh, panas cetar gak ada tanaman perindang 😢",negatif,0,negatif,Instagram,mepet parkir panas menyengat tanaman pelindung,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Tahun lalu menggilanya kita mbak @lupikuk 😂😂😂 nerjang pedestrian,positif,2,positif,Instagram,gila gilaan mbak menerjang trotoar,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Bosss sebelah ndi? Aku nng jeding diluk @deddypras04,netral,1,netral,Instagram,bos sebelah kamar mandi,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"WTS kamar hotel bhanuswari resort and spa sabtu ke minggu villa 1 kamar, 20 mins from venue. Only 500k from 1jt.",netral,1,netral,Instagram,menjual kamar hotel bhanuswari resort spa sabtu minggu vila kamar menit lokasi ribu harga juta,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Menyore tadi seruuuuu banget petjaah @maybankmarathonroadtosmg,positif,2,positif,Instagram,sore seru banget pecah,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Wow wajahmu terpampang nyata Mbakku @femidiah 🔥🔥🔥,positif,2,positif,Instagram,wajahmu muncul nyata mbakku,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Ehh kok lebih seru ambil RPC yang sekarang 🤪 cuss kesanaa yukk @intakalfika 🤣,positif,2,positif,Instagram,eh seru ambil paket lomba ayo yuk,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"yang perlu penginapan, ada punya saya 10k dari venue",netral,1,netral,Instagram,butuh penginapan meter lokasi,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Starting point nya dimana itu ya?,netral,1,netral,Instagram,titik,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Gass🔥🔥🔥,positif,2,positif,Instagram,gas,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Mari nikmati tanjakan lebih 🔥🔥🔥,positif,2,positif,Instagram,nikmati tanjakan,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,cut off berapa ya? supaya dapat medal 😁 1st timer,netral,1,netral,Instagram,batas medali kalinya,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Kita kirim coach @herimulyadinew untuk Full Marathon!! Good Luck Coach ❤️❤️ salam dari kami semua,positif,2,positif,Instagram,kirim pelatih maraton penuh semoga berhasil pelatih salam,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,best Sunscreen Spray ini 🙌🏻,positif,2,positif,Instagram,tabir surya semprot terbaik,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"Semangat yg FM, kebetulan td gw dr rcp ke arah kintamani dan lewatin bbrp km jalur. Pokoknya abis start ga lama belok nahhh jrenggggg 😁😊",positif,2,positif,Instagram,semangat maraton penuh pengambilan paket arah kintamani melewati kilometer jalur pokoknya start langsung belok jreng,Maybank Marathon di Bali
2024-08-23 00:00:00,Wish me LUCK👏,positif,2,positif,Instagram,doakan berhasil,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,@melanieputria Puteri Indonesia 2002 bukan 2022 😭,negatif,0,negatif,Instagram,puteri indonesia,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Sukses selalu,positif,2,positif,Instagram,semoga sukses,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Keren banget ini,positif,2,positif,Instagram,keren banget,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Keren,positif,2,positif,Instagram,keren,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Nice,positif,2,positif,Instagram,bagus,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Gas beli sarung 😬,positif,2,positif,Instagram,gas beli sarung,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Rpc sampe jam berapa buka?,netral,1,netral,Instagram,paket lomba jam buka,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"Kalo gtu ga jd siang, tp sabtu sore aja ambil rpc nya wkwk",positif,2,positif,Instagram,siang sabtu sore ambil paket lombanya wkwk,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"Mau tanya, tadi ketemu sesama runners, katanya bisa track runner dng masukkan no bib. Aplikasinya apa ya ?",netral,1,netral,Instagram,ketemu pelari lacak pelari memasukkan nomor bib aplikasinya,Maybank Marathon di Bali
2024-08-23 00:00:00,See u,positif,2,positif,Instagram,jumpa,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"Jangan lupa kunjungi booth EJ Sport di Racepack Maybank Marathon Bali 2024 nanti ya, Sport Buddies 🙌🙌",positif,2,positif,Instagram,lupa kunjungi stan ej sport pengambilan paket lomba maybank marathon bali teman olahraga,Maybank Marathon di Bali
2024-08-23 00:00:00,Posisi mas @hendro_w_ 😢,negatif,0,negatif,Instagram,posisi mas,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Wah ada coach @agunggantar.. Selamat bertugas!,positif,2,positif,Instagram,pelatih selamat bertugas,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Wih ada coach @agunggantar 👏👏👏🔥🔥,positif,2,positif,Instagram,pelatih,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Selamat bertugas Ko @louistanphoto uhuuuuy🥳🥳🥳🔥,positif,2,positif,Instagram,selamat bertugas kak uhuy,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Wajid harus donk👏👏🔥🔥,positif,2,positif,Instagram,wajib,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Uda @erwan.2708 jgn lupa foto di booth pocari yaaah ❤️,positif,2,positif,Instagram,lupa foto stan pocari yah,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Kebanggaan @riot.indonesia nih!!! @louistanphoto 🔥🔥🙌🙌,positif,2,positif,Instagram,kebanggaan nih,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Sukses selalu @wadimorku,positif,2,positif,Instagram,semoga sukses,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,goodluckk @eka_hendrata 🙌🙌🔥🔥,positif,2,positif,Instagram,semoga sukses,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Wah ada mba @wiqzz 🙌,positif,2,positif,Instagram,mba,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Ada yang singlet min?,netral,1,netral,Instagram,singlet admin,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Yihuuuuuu selamat bertugas pacer kitaaa 🙌 @louistanphoto,positif,2,positif,Instagram,yihu selamat bertugas pacer,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,@breisganazula goodluck pacer idolaa 🥳🤗❤️,positif,2,positif,Instagram,semoga sukses pacer idola,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Slide terakhir kayak kenal @ignatiuskrestiawan 😂😂,positif,2,positif,Instagram,slide kayaknya kenal,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Selamat bertugas ko @louistanphoto 🔥🔥🔥🙌🙌🙌,positif,2,positif,Instagram,selamat bertugas kak,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,"Min, kalau mau bawa kendaraan pribadi di hari H buat tunggu temen2 di finish line bs parkir dmn ya? @maybankmarathon",netral,1,netral,Instagram,admin bawa kendaraan pribadi h menunggu teman garis parkir,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,"Hallo @MaybankMarathon 

Sy Rina & suami sy Iwan, kemungkinan ga keburu ambil Race Pack 10k & 21k tgl 24 Aug 2024, karena pesawat kami delay. Harusnya pukul 9.00 dr Kertajati airport malah jadi 13.15, waktu landing di Bali pukul 16.00. Super AirJet.

Apa bisa Race Pack diambil setelah jam 18.00 24Aug2024? Takutnya ada problem lagi. Misalnya counter race pack tutup lebih malam atau besok pagi sebelum Run dimulai.
Tolong bantuannya.. Terima kasih",netral,1,netral,Instagram,rina suami iwan ambil paket lomba k tanggal agustus pesawat mengalami keterlambatan bandara kertajati mendarat bali maskapai super airjet ambil paket lomba tanggal agustus takut kendala konter tutup malam besok pagi lomba mohon bantuannya terima kasih,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,@diah_wlndri Mba Dinar nih hahaha,positif,2,positif,Instagram,mbak dinar nih hahaha,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Kirain di bandung huhu,negatif,0,negatif,Instagram,kukira bandung huhu,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Tunjukkan pesona mu @unin9,positif,2,positif,Instagram,tunjukkan pesonamu,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Best pacer @almaidy2705 🔥🔥🔥🔥,positif,2,positif,Instagram,pacer terbaik,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,Semangat!! Selamat bertugas!!.. 🔥🔥🔥,positif,2,positif,Instagram,semangat selamat bertugas,Pujian dan Dukungan Lomba Lari
2024-08-23 00:00:00,eh ada aku😍😮😂,positif,2,positif,Instagram,eh,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-23 00:00:00,Selamat bertugas bli 👏 @demassss_massss,positif,2,positif,Instagram,selamat bertugas bli,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,Maybank Marathon 2024 menerapkan standar internasional dalam penyelenggaraanya. Termasuk pemilihan rute yang telah disertifikasi oleh AIMS.,positif,2,positif,Twitter,maybank marathon menerapkan standar internasional penyelenggaraannya pemilihan rute disertifikasi aims,Maybank Marathon di Bali
2024-08-24 00:00:00,Tapi aku pelik kenapa Maybank buat marathon luar Malaysia??,netral,1,netral,Twitter,bingung maybank maraton malaysia,Maybank Marathon di Bali
2024-08-24 00:00:00,Maybank Marathon 2024 akan segera digelar besok di Bali United Training Center. #kumparanSPORT,positif,2,positif,Twitter,maybank marathon digelar besok bali united training center,Maybank Marathon di Bali
2024-08-24 00:00:00,Peminat Maybank Marathon 2024 Capai 30.000 Orang Akhirnya Terpilih 12.700 Peserta dari 57 Negara: Intip Keistimewaan Event Ini,positif,2,positif,Twitter,peminat maybank marathon capai orang terpilih peserta negara intip keistimewaan acara,Maybank Marathon di Bali
2024-08-24 00:00:00,Liat post Maybank Marathon jadi kangen Bali..,positif,2,positif,Twitter,lihat unggahan maybank marathon kangen bali,Maybank Marathon di Bali
2024-08-24 00:00:00,Inget banget pas maybank marathon tahun lalu banyak barang bagus di semua dating apps,positif,2,positif,Twitter,banget maybank marathon barang bagus aplikasi kencan,Maybank Marathon di Bali
2024-08-24 00:00:00,🔥🔥🔥 great effort @wadimorku Thank you,positif,2,positif,Instagram,usaha terima kasih,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,Asyiknya Ikut Maybank Marathon 2024 Sembari Berdonasi Sepatu: Bakal Disalurkan ke Anak-anak Berbakat Terpilih,positif,2,positif,Twitter,asyiknya maybank marathon berdonasi sepatu disalurkan anak berbakat terpilih,Maybank Marathon di Bali
2024-08-24 00:00:00,Bismillah tahun depan ikutan Maybank Marathon! Aamiin,positif,2,positif,Twitter,bismillah ikutan maybank marathon aamiin,Maybank Marathon di Bali
2024-08-24 00:00:00,Ready Set Go! Pastikan kamu tiba di wave sesuai jadwal. Jangan sampai ketinggalan start ya! Cek infonya biar semua berjalan lancar di Maybank Marathon! Siap berlari di Maybank Marathon 2024? Let's make it count! #kumparan,positif,2,positif,Twitter,pastikan sesuai jadwal start tertinggal cek informasinya berjalan lancar maybank marathon berlari maybank marathon momen,Maybank Marathon di Bali
2024-08-24 00:00:00,Semoga taun depan bisa ikut Maybank Marathon,positif,2,positif,Twitter,semoga maybank marathon,Maybank Marathon di Bali
2024-08-24 00:00:00,Nonton GIGI g jadi Maybank Marathon apa lagi amsyong,negatif,0,negatif,Twitter,nonton gigi maybank marathon gagal total,Maybank Marathon di Bali
2024-08-24 00:00:00,Maybank Marathon 2024 Siap Digelar dengan Sejumlah Pembaruan  #Taja #AdadiKompas,positif,2,positif,Twitter,maybank marathon digelar pembaruan,Maybank Marathon di Bali
2024-08-24 00:00:00,PT Bank Maybank Indonesia Tbk (Maybank Indonesia) siap menggelar lomba lari Elite Label Road Race Maybank Marathon 2024 pada 25 Agustus 2024 dengan sejumlah pembaruan.  #Taja #AdadiKompas,positif,2,positif,Twitter,pt bank maybank indonesia tbk maybank indonesia menggelar lomba lari elite label road race maybank marathon agustus pembaruan,Maybank Marathon di Bali
2024-08-24 00:00:00,Buset sih isi RPC Maybank Marathon banyak banget mampus. Itu si biru apa gak malu ya padahal harganya beti-beti,positif,2,positif,Twitter,buset isi paket lomba maybank marathon banget biru malu harganya,Maybank Marathon di Bali
2024-08-24 00:00:00,Potensi Pecah Rekor 12.700 Pelari Serbu Maybank Marathon 2024,positif,2,positif,Twitter,potensi pecah rekor pelari serbu maybank marathon,Maybank Marathon di Bali
2024-08-24 00:00:00,Tahun depan Maybank Marathon ditemenin suami. aamiin.,positif,2,positif,Twitter,maybank marathon ditemani suami aamiin,Maybank Marathon di Bali
2024-08-24 00:00:00,Maybank Marathon akan diadakan di Bali besok yang berpotensi mengalihkan atensi masyarakat dan menghalangi protes kita! Jangan berhenti bersuara! #MenjagaPutusanMK #KawalPutusanMK #TolakPilkadaAkal2an #TolakPolitikDinasti,negatif,0,negatif,Twitter,maybank marathon diadakan bali besok berpotensi mengalihkan perhatian masyarakat menghalangi protes berhenti bersuara,Maybank Marathon di Bali
2024-08-24 00:00:00,Influenser lelarian beberapa hari ini di akun IG gw postingannya kayak.. nggak ada apa2 8'))) Maybank Marathon aja.. Oh kecuali Larasati..,netral,1,netral,Twitter,influencer berlari akun instagram unggahannya maybank marathon larasati,Maybank Marathon di Bali
2024-08-24 00:00:00,Transport Aman Lari Gak Kelewatan! ‍️ Ada banyak cara buat sampai ke venue Maybank Marathon 2024. Pilih yang paling nyaman buat kamu dari shuttle mobil pribadi atau transportasi lainnya. Siap lari? Let s go! #kumparan,positif,2,positif,Twitter,transportasi aman lari tertinggal lokasi maybank marathon pilih nyaman untukmu jemput mobil pribadi transportasi lari ayo,Maybank Marathon di Bali
2024-08-24 00:00:00,12.700 pelari ada di Bali. Mayan banget! Maybank Marathon 2024 galang tiga misi berkelanjutan di Bali,positif,2,positif,Twitter,pelari bali lumayan banget maybank marathon galang misi berkelanjutan bali,Maybank Marathon di Bali
2024-08-24 00:00:00,udah ngemute in orang2 yg update maybank marathon biar ga keinget dan muncul muka dia tapi ga sengaja liat storynya driver lagi nganter dia dan pacarnya itu,negatif,0,negatif,Twitter,membisukan orang update maybank marathon muncul wajah sengaja lihat cerita sopir pacarnya,Maybank Marathon di Bali
2024-08-24 00:00:00,"Acarany tadi pagi, tapi postinganya siang. @rexona_id",netral,1,netral,Instagram,acaranya pagi unggahannya siang,Komunikasi dan Koordinasi Acara Perjalanan
2024-08-24 00:00:00,Do we need to have reusable cups or normal paper cups will be available at eater stations?? @maybankmarathon,netral,1,netral,Instagram,membawa gelas minum ulang gelas kertas tersedia pos minum,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,"Ada yg jual BIB 10k, sy mau beli",netral,1,netral,Instagram,jual bib 10 kilometer beli,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,WTB 10k,netral,1,netral,Instagram,mencari beli 10 kilometer,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,DJ Winky meriahkan hari pertama Race Pack Collection di Bali United Center Bali. DJ Winky menghibur runners yang akan mengikuti Maybank Bali Marathon 2024.,positif,2,positif,Twitter,dj winky meriahkan pengambilan paket lomba bali united center bali dj winky menghibur pelari mengikuti maybank marathon bali,Maybank Marathon di Bali
2024-08-24 00:00:00,Yang ikut Maybank Marathon dan punya rekening BCA dapat diskon 50% dengan nunjukin bib di SF Kesiman. Promo sampai besok jam 16:30 WITA. SEEKAT!,positif,2,positif,Twitter,maybank marathon rekening bca potongan bib sf kesiman promo besok wita buruan,Maybank Marathon di Bali
2024-08-24 00:00:00,Dari Lari ke Aksi Hijau: Maybank Marathon Ajak Peserta Tanam Mangrove,positif,2,positif,Twitter,lari aksi hijau maybank marathon ajak peserta tanam mangrove,Maybank Marathon di Bali
2024-08-24 00:00:00,Start Your Engines! Bali siap menyambut para pelari hebat di Maybank Marathon! Catat jadwalnya persiapkan diri dan raih personal best-mu! ‍️ #kumparan,positif,2,positif,Twitter,bali menyambut pelari hebat maybank marathon catat jadwalnya persiapkan raih catatan terbaikmu,Maybank Marathon di Bali
2024-08-24 00:00:00,Sekjen PASI sebut Maybank Marathon jadi standar mutu event lari,positif,2,positif,Twitter,sekretaris jenderal pasi maybank marathon standar mutu acara lari,Maybank Marathon di Bali
2024-08-24 00:00:00,Aku cinta Maybank aku cinta marathon Ubud terima kasih banyak,positif,2,positif,Twitter,cinta maybank cinta maraton ubud terima kasih,Maybank Marathon di Bali
2024-08-24 00:00:00,Panitia: Ada 30.000 Orang yang Ingin Ikut Lari Maybank Marathon 2024,positif,2,positif,Twitter,panitia orang lari maybank marathon,Maybank Marathon di Bali
2024-08-24 00:00:00,Selalu mewah euy maybank marathon,positif,2,positif,Twitter,mewah maybank marathon,Maybank Marathon di Bali
2024-08-24 00:00:00,sebentar gue mengiri sama orang orang yg dapet slot maybank marathon,negatif,0,negatif,Twitter,sebentar iri orang slot maybank marathon,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,Maybank Marathon 2024 galang tiga misi berkelanjutan di Bali,positif,2,positif,Twitter,maybank marathon galang misi berkelanjutan bali,Maybank Marathon di Bali
2024-08-24 00:00:00,Liatin story orang yg ikutan maybank marathon kayak ikutan dag dig dug hahahaha Kerennn kelen semuaaa,positif,2,positif,Twitter,cerita orang ikutan maybank marathon bikin deg degan hahahaha keren,Maybank Marathon di Bali
2024-08-24 00:00:00,iri bgt sama yg bsk ikut Maybank Marathon,negatif,0,negatif,Twitter,iri banget besok maybank marathon,Maybank Marathon di Bali
2024-08-24 00:00:00,"Hey, keren banget 🙌",positif,2,positif,Instagram,hei keren banget,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,Sekjen PASI: Perlu Komitmen Besar dari Maybank Marathon Meraih Status Elit Label,positif,2,positif,Twitter,sekjen pasi komitmen maybank marathon meraih status elite label,Maybank Marathon di Bali
2024-08-24 00:00:00,PT Bank Maybank Indonesia Tbk (Maybank Indonesia) siap menggelar lomba lari Elite Label Road Race Maybank Marathon 2024. Acara ini berlangsung 25 Agustus 2024.,positif,2,positif,Twitter,pt bank maybank indonesia tbk maybank indonesia menggelar lomba lari elite label road race maybank marathon acara agustus,Maybank Marathon di Bali
2024-08-24 00:00:00,Min saya belum dapet inii🥲 saya kira sudah satu paket dengan RPC. Kalo sebelum race diambil bisa min?,negatif,0,negatif,Instagram,admin paket paket lomba lomba diambil admin,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,Seru gitu ya vibesnya Maybank Marathon tahun depan VFM disana lah ya. Mei ngetrail Agustus road di Bali,positif,2,positif,Twitter,seru suasananya maybank marathon maraton penuh mei trail agustus jalan bali,Maybank Marathon di Bali
2024-08-24 00:00:00,WTB 10K COD di RCP langsong😁🤝🏻 gas dm,netral,1,netral,Instagram,mencari beli 10 kilometer bayar langsung lokasi gas kirim pesan,Maybank Marathon di Bali
2024-08-24 00:00:00,"wtb slot HM, cod bali",netral,1,netral,Instagram,mencari slot maraton bayar bali,Maybank Marathon di Bali
2024-08-24 00:00:00,wtb hm cod sanur,netral,1,netral,Instagram,mencari maraton bayar sanur,Maybank Marathon di Bali
2024-08-24 00:00:00,Ada lahan parkir kayak ambil racepack gak ?,netral,1,netral,Instagram,lahan parkir ambil paket lomba,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,Well noted with thank you so much. 🙏💜,positif,2,positif,Instagram,terima kasih,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,pintu masuk parkir sama dgn waktu race pack atau dr pantai purnama?,netral,1,netral,Instagram,pintu masuk parkir ambil paket lomba pantai purnama,Pujian dan Dukungan Lomba Lari
2024-08-24 00:00:00,It s been a fantastic experience collecting @maybankmarathon race packs at the Bali United Training Center. #BMWIndonesia #BMWMaybankMarathon #MaybankMarathon #MMB2024,positif,2,positif,Twitter,pengalaman mengumpulkan paket lomba bali united training center,Maybank Marathon di Bali
2024-08-24 00:00:00,Bismillah #MaybankMarathon #MMB2024,positif,2,positif,Twitter,bismillah,Pujian dan Dukungan Lomba Lari
