Tanggal,Comment,standardized_text,Sentiment,Platform
2024-08-22,Baru tau ini ada pacer pace 9 😅,baru tahu ada pacer dengan kecepatan 9 menit per kilometer [senyum],netral,Instagram
2024-08-22,Top kuch @arimasrudy 🔥,terbaik coach [api],positif,Instagram
2024-08-22,Yah gak ada pacer 1:30 😢,yah tidak ada pacer 1 jam 30 menit [menangis],negatif,Instagram
2024-08-22,Selamat bertugas masbroo @eka_hendrata 🔥🔥🔥,selamat bertugas masbro [api][api][api],positif,Instagram
2024-08-22,Semangat @pipijefri,semangat,positif,Instagram
2024-08-22,Selamat bertugaa ko panutan @eka_hendrata 🔥👏,selamat bertugas panutan [api][tepuk tangan],positif,Instagram
2024-08-22,Menyala pakdir coach @afirmans 🔥🔥🔥,menyala pak pelatih [api][api][api],positif,Instagram
2024-08-22,Mas @tomtjok 🔥🔥🔥,mas [api][api][api],positif,Instagram
2024-08-22,"Kerennnnn, enioy 3 hours koko @eka_hendrata 🙌🙌🙌","keren sekali, semoga berhasil 3 jam koko [angkat tangan][angkat tangan]",positif,Instagram
2024-08-22,wah nirina zubir ga ikut ya kaya taun lalu,wah nirina zubir tidak ikut ya seperti tahun lalu,netral,Instagram
2024-08-22,Menyala kakak @ekomadjid 👏🔥🔥 selamat bertugas✨,menyala kakak [tepuk tangan][api][api] selamat bertugas [bersinar],positif,Instagram
2024-08-22,Best pacer ya coachhh🙌 @agunggantar,pacer terbaik ya pelatih [angkat tangan],positif,Instagram
2024-08-22,Mantap 🔥🔥 coach @arimasrudy...selamat bertugas,mantap [api][api] pelatih selamat bertugas,positif,Instagram
2024-08-22,Melok o gerbong 3.30 Ben aman @edwinchrstn,ikut gerbong 3 jam 30 menit biar aman,positif,Instagram
2024-08-22,"Min, bisa tolong perpanjang pengambilan racepak sampai jam 9 malam gitu😢","admin, bisa tolong perpanjang pengambilan paket lomba sampai pukul 9 malam begitu [menangis]",netral,Instagram
2024-08-22,In this dinner my run club friends are talking about Maybank Marathon and it s a real try not to cry challenge,dalam makan malam ini teman klub lari saya membicarakan maybank marathon dan ini benar tantangan menahan tangis,negatif,Twitter
2024-08-22,Bismillah menyala selalu mas @afirmans 🤩🙌👏👏💡💡💡🟡🟡🟡⚡️⚡️⚡️🏁🏁🏁🇮🇩🇮🇩🇮🇩,bismillah menyala selalu mas [bintang mata][angkat tangan][tepuk tangan][lampu][lampu][lampu][kuning][kuning][kuning][petir][petir][petir][bendera][bendera][bendera],positif,Instagram
2024-08-22,@ignatiuskrestiawan @rafaeldodow mantab...selamat bertugas..👏👏👏👏🔥🔥🔥,mantap. selamat bertugas..[tepuk tangan][tepuk tangan][api][api][api],positif,Instagram
2024-08-22,go go go kak @breisganazula kerennnnn 🔥🔥🔥,semangat kak keren sekali [api][api][api],positif,Instagram
2024-08-22,Yeayy ada kuch @agunggantar 👏👏👏,yeayy ada pelatih [tepuk tangan][tepuk tangan],positif,Instagram
2024-08-22,ko @eka_hendrata pipi @pipijefri coach @agunggantar @valast_ahmad_111 🔥,kak pelatih [api],positif,Instagram
2024-08-22,Only 3 days left until the Maybank Marathon! THE iX1 and THE i5 are ready to lead the way delivering emissions-free luxury as elite athletes race to the finish. #BMWIndonesia #MaybankMarathon #MMB2024,hanya 3 hari lagi menuju maybank marathon! the ix1 dan the i5 siap memimpin dengan kemewahan tanpa emisi saat para atlet elite berlomba menuju garis akhir.,positif,Twitter
2024-08-22,Ikut ahh siapa tau dapet hadia haha,ikut ahh siapa tahu dapat hadiah haha,positif,Instagram
2024-08-22,jadi penasaran gue keseruannya bakal kyk gmn 😅,"jadi penasaran saya, keseruannya bakal seperti apa [senyum]",positif,Instagram
2024-08-22,🙌🔥🔥,[angkat tangan][api][api],positif,Instagram
2024-08-22,See you in bali 🔥🔥,sampai jumpa di bali [api][api],positif,Instagram
2024-08-22,bertahanlah kakiku 😂,bertahanlah kakiku [tertawa],netral,Instagram
2024-08-22,Bismillah...cuaca mendukung...adem...gak panas...gak hujan...aamienn,bismillah. cuaca mendukung. sejuk. tidak panas. tidak hujan. aamiin,positif,Instagram
2024-08-22,Butuh ukuran L 😢 Yang mau tukar ke ukuran M DM yaa 🙌,butuh ukuran l [menangis] yang mau tukar ke ukuran m kirim pesan ya [angkat tangan],netral,Instagram
2024-08-22,brti rute nya beda sama yg 2023 yah?,berarti rutenya berbeda dengan yang 2023 ya?,netral,Instagram
2024-08-22,ada yang mau tuker size ga?,ada yang mau tukar ukuran tidak?,netral,Instagram
2024-08-22,"Adakah yang mau tukar size?? Punyaku xl mau tuker L 🙏🙏 ,  kalo ada yang mau tuker DM ya","adakah yang mau tukar ukuran? punyaku xl ingin tukar l [memohon][memohon], kalau ada yang mau tukar kirim pesan ya",netral,Instagram
2024-08-22,"Kakak², kalo ada yg mau tukeran jersey XL ke L boleh info ya 🙌","kakak kakak, kalau ada yang mau tukar jersey xl ke l boleh beri info ya [angkat tangan]",netral,Instagram
2024-08-22,Whe suheng @purnama_jaya ... foto bareng yuk... 👏👏👏,whe kakak . foto bersama yuk. [tepuk tangan][tepuk tangan],positif,Instagram
2024-08-22,we ngelah koko ganteng ne 😎 @purnama_jaya 🙌,wah punya koko ganteng nih [kacamata hitam] [angkat tangan],positif,Instagram
2024-08-22,@purnama_jaya weihhh hitz bener jadi cover @maybankmarathon 🔥🔥👏👏🙌😍🤩,wah terkenal sekali jadi sampul [api][api][tepuk tangan][tepuk tangan][angkat tangan][hati][terpesona],positif,Instagram
2024-08-22,Mantaabb ada coach gw kaka @valast_ahmad_111 see you sunday morning coach,mantap ada pelatih saya kakak sampai jumpa minggu pagi pelatih,positif,Instagram
2024-08-22,🔥🔥🔥🙌,[api][api][api][angkat tangan],positif,Instagram
2024-08-22,Finish aja PB kok... Virgin FM😍,selesaikan saja catatan waktu terbaik kok. pertama kalinya maraton setengah [hati],positif,Instagram
2024-08-22,Huiiii menyala ko @purnama_jaya 🔥🔥🔥🔥🔥🔥🔥,hui menyala kak [api][api][api][api][api][api][api],positif,Instagram
2024-08-22,"Pendukung artis yang pro rezim nih kaya @raffinagita1717 , harus boikot si",pendukung artis yang pro pemerintah seperti harus diboikot sih,negatif,Instagram
2024-08-22,🙌🙌🙌🔥🔥🔥,[angkat tangan][angkat tangan][api][api][api],positif,Instagram
2024-08-22,🔥🔥🔥🔥🔥🙌🙌🙌🙌🙌,[api][api][api][api][api][angkat tangan][angkat tangan],positif,Instagram
2024-08-22,Gas🏃🏻‍♂️,gas [lari],positif,Instagram
2024-08-22,"Selamat bertugas bang @roki_robertus , nte @yanti_ping 👏👏👏🔥🔥🔥 cc: @khalilee28 @riojanuardi",selamat bertugas bang dan kamu [tepuk tangan][tepuk tangan][api][api][api] cc:,positif,Instagram
2024-08-22,Tipe sepatunya apa y?,jenis sepatunya apa ya?,netral,Instagram
2024-08-22,let's go!!!!!!,ayo pergi!,positif,Instagram
2024-08-22,For sale bib only HM,dijual bib hanya untuk setengah maraton,netral,Instagram
2024-08-22,catch feelings ✖️ catch the flight ✅ catch the pacers ✅ 😸 see ya~ 😍,jangan baper ambil penerbangan ikuti pacer [kucing senyum] sampai jumpa~ [hati],positif,Instagram
2024-08-22,"ada yang mau tuker size jersey ga, punya m, mau s","ada yang mau tukar ukuran jersey tidak, punya m, ingin s",netral,Instagram
2024-08-22,Wihh pak @purnama_jaya menyala wiiii 🔥🔥🔥👏👏👏,wah pak menyala sekali [api][api][api][tepuk tangan][tepuk tangan],positif,Instagram
2024-08-22,Wooow.. Suhu @purnama_jaya  endorse nya ngerii.. Ga pengen kyk gini koh @csurjadi83 ☺,"wah suhu endorse nya ngeri.. tidak ingin seperti ini, kak [senyum]",positif,Instagram
2024-08-22,Mantap cii @yanti_ping Selamat bertugass!! 🔥,mantap sekali selamat bertugas!! [api],positif,Instagram
2024-08-22,Gassss kan!,gas kan!,positif,Instagram
2024-08-22,thee best sunscreen sprayy nih🔥,tabir surya semprot terbaik ini [api],positif,Instagram
2024-08-22,10km ada yg available?,10 meter ada yang tersedia?,netral,Instagram
2024-08-22,Mohon bimbingannya 🙏🏽🙏🏽,mohon bimbingannya [memohon][memohon],netral,Instagram
2024-08-22,@nugroho_tioo gua ama coach idola aj @agunggantar 😂 bismillah yuk bisa yuk,saya dengan pelatih idola saja [tertawa] bismillah ayo bisa ayo,positif,Instagram
2024-08-22,2.15🔥💪🏻🙏🏻,2 jam 15 menit [api][otot][memohon],positif,Instagram
2024-08-22,Good luck coachkuuu @valast_ahmad_111,semoga berhasil pelatihku,positif,Instagram
2024-08-22,Mantaap pak @almaidy2705 👏👏👏,mantap pak [tepuk tangan][tepuk tangan],positif,Instagram
2024-08-22,Aku ikut yaaa @dennis_kai 🤩,saya ikut ya [terpesona],positif,Instagram
2024-08-22,"@adetyarita virgin HM,, ciayoooo semangat koko adeee🔥🔥🔥","pertama kalinya setengah maraton, semangat koko adik [api][api][api]",positif,Instagram
2024-08-22,"Ada, yg jual 10K gak??",ada yang jual 10 meter tidak??,netral,Instagram
2024-08-22,Gaskan Sub 2.45 🙌🔥😁,ayo kejar waktu di bawah 2 jam 45 menit [angkat tangan][api][senyum],positif,Instagram
2024-08-22,Semoga dilancarkan coach 👏 @agunggantar,semoga dilancarkan pelatih [tepuk tangan],positif,Instagram
2024-08-22,"Kakak kakak, kalo ada yg mau tukeran jersey info ya, saya ukuran XL mau tuker ke L, kalo ada yg mau tuker dari L ke XL boleh DM ya 🙏","kakak kakak, kalau ada yang mau tukar jersey beri info ya, saya ukuran xl mau tukar ke l, kalau ada yang mau tukar dari l ke xl boleh kirim pesan ya [memohon]",netral,Instagram
2024-08-22,"Super excited, am gonna having so muuuch fun!","sangat bersemangat, saya akan bersenang senang!",positif,Instagram
2024-08-22,Yup 💜,ya [hati ungu],positif,Instagram
2024-08-22,Ga ada GPX file?,tidak ada file gpx?,netral,Instagram
2024-08-22,@santsantini tahun depan😌,tahun depan ya [senyum],positif,Instagram
2024-08-22,Besok @dekyawd8 Pasang tali di pacer @budianavet ya . Melesaaat 🐴🐴🐴,besok pasang tali di pacer ya. meluncur [kuda][kuda][kuda],positif,Instagram
2024-08-22,Ready First HM di maybank🔥🔥,siap untuk pertama kali setengah maraton di maybank [api][api],positif,Instagram
2024-08-22,Nyen je ajak nah sing nawang nyen2 ne 🥹,jangan ajak saya yang tidak tahu [menangis],negatif,Instagram
2024-08-22,💜💛,[hati ungu][hati kuning],positif,Instagram
2024-08-22,Selamat bertugas Pak Dok @budianavet .. terbaik 🎉🎉🎉🎉,selamat bertugas bapak dokter .. terbaik [konfeti][konfeti][konfeti][konfeti],positif,Instagram
2024-08-22,Ga sabar🔥,tidak sabar [api],positif,Instagram
2024-08-22,"Pengen ngekor pacer yg ini, semoga kuat","ingin mengikuti pacer yang ini, semoga kuat",positif,Instagram
2024-08-22,Pacerrr andalaaan @suryaisrunning 🔥🔥,pacer andalan [api][api],positif,Instagram
2024-08-22,Mantappp 🔥,mantap [api],positif,Instagram
2024-08-22,Sejauh ini udah punya 4 dari race race di 2024 🤣,sejauh ini sudah punya 4 dari lomba tahun 2024 [tertawa],positif,Instagram
2024-08-22,bakal seru banget nih pasti 🔥,pasti akan sangat seru ini [api],positif,Instagram
2024-08-22,Wowww besok 🔥,wahh besok [api],positif,Instagram
2024-08-22,Selamat bertugas mba @debbie_diarra @kemanaarul @almaidy2705 🔥🔥🔥,selamat bertugas mba [api][api][api],positif,Instagram
2024-08-22,Semoga EG nya ngga bikin mules 😂,semoga energi gel nya tidak membuat sakit perut [tertawa],netral,Instagram
2024-08-22,I chase survival to the finish line,saya mengejar bertahan hidup sampai garis akhir,netral,Instagram
2024-08-22,Nama jalan lokasi startnya apa..?,nama jalan lokasi startnya apa..?,netral,Instagram
2024-08-22,Semoga suami nunggu ditanjakan😂❤️🔥,semoga suami menunggu di tanjakan [tertawa][hati][api],positif,Instagram
2024-08-22,Mahal ya..???😢😢,mahal ya..? [menangis][menangis],negatif,Instagram
2024-08-22,Yeayyy gasss gerbong HM 🔥🔥,yeay gas gerbong setengah maraton [api][api],positif,Instagram
2024-08-22,Idolaa @dennis_kai 😁🙌🔥,idola [senyum][angkat tangan][api],positif,Instagram
2024-08-22,kakinya pasti pegel @eka_hendrata 😂,kakinya pasti pegal [tertawa],netral,Instagram
2024-08-22,👏,[tepuk tangan],netral,Instagram
2024-08-22,minn pengambilan rpc bisa di wakilkan tidak? atau bisa waktunya di tambah jadi lebih malam saat pengambilan?,"admin, pengambilan paket lomba bisa diwakilkan tidak? atau bisa ditambah waktunya jadi lebih malam saat pengambilan?",netral,Instagram
2024-08-22,Selamat menjalankan tugas Pacer! 🤍💛🖤,selamat menjalankan tugas pacer! [hati putih][hati kuning][hati hitam],positif,Instagram
2024-08-22,Selamat bertugas pacers 🔥🔥,selamat bertugas pacer [api][api],positif,Instagram
2024-08-22,See you sub 2.45✨🤩,sampai jumpa kecepatan di bawah 2 jam 45 menit [bersinar][terpesona],positif,Instagram
2024-08-22,barengg ya om 🫡 @almaidy2705,bareng ya om [salut],positif,Instagram
2024-08-22,weits ada bro @tomtjok … good luck dan selamat bertugas 🙌🔥,wah ada bro … semoga sukses dan selamat bertugas [angkat tangan][api],positif,Instagram
2024-08-22,Bisalah 2jam @fsept21,bisa lah 2 jam,positif,Instagram
2024-08-22,See you Sub 2.30 @vivin.anggraeny88 @yenii_arianty @pujawan_coach 🙌🔥,sampai jumpa kecepatan di bawah 2 jam 30 menit [angkat tangan][api],positif,Instagram
2024-08-22,Cu ko @louistanphoto 🙌🙌🔥🔥,sampai jumpa kak [angkat tangan][angkat tangan][api][api],positif,Instagram
2024-08-22,Keren ad coach @agunggantar,keren ada pelatih,positif,Instagram
2024-08-22,Semua pacer terbaik 🔥🔥🔥,semua pacer terbaik [api][api][api],positif,Instagram
2024-08-22,Menangis betisku 😂🔥,betisku menangis [tertawa][api],negatif,Instagram
2024-08-22,Niatnya mau smbil ngonten krna amat sngt jarang ke Bali. Sub 2.45 aja kali ya 😁. Semangat 🔥🔥🔥,niatnya mau sambil membuat konten karena sangat jarang ke bali. di bawah 2 jam 45 menit saja ya [senyum]. semangat [api][api][api],positif,Instagram
2024-08-22,"Yg mau pace 5 bareng yuk, biar gak celangak-celinguk kek orang Pinter 🫢😬","yang mau kecepatan 5 menit yuk bareng, biar tidak bingung seperti orang pintar [monyet tutup mata][senyum malu]",positif,Instagram
2024-08-22,"Ada coach @suryaisrunning idola kita, selamat bertugas 🙌🏻😍✨","ada pelatih idola kita, selamat bertugas [angkat tangan][terpesona][bersinar]",positif,Instagram
2024-08-22,Selamat bertugasss @eka_hendrata 🔥,selamat bertugas [api],positif,Instagram
2024-08-22,"rutenya beda, apakah pertanda remidial tahun depan? @asrikhaeranisa 😂🤏🏻","rutenya berbeda, apakah pertanda remedial tahun depan? [tertawa][cubit]",positif,Instagram
2024-08-22,Bismillah semoga lancar,bismillah semoga lancar,positif,Instagram
2024-08-22,Shuttle service is SOLD OUT! Thanks for the purchase and hope you enjoy the trip,layanan antar jemput sudah habis! terima kasih atas pembeliannya dan semoga anda menikmati perjalanan,netral,Instagram
2024-08-22,@eka_hendrata  Selamat menjalankan tugas 💪💪👏👏,selamat menjalankan tugas [otot][otot][tepuk tangan][tepuk tangan],positif,Instagram
2024-08-22,😍 pacerku bukan pacarku @taskaamani,[terpesona] pacerku bukan pacarku,netral,Instagram
2024-08-22,Coach @agunggantar met bertugas Coach 🔥💪🏻🥳,pelatih selamat bertugas pelatih [api][otot][pesta],positif,Instagram
2024-08-22,#exploregianyar 🔥,[api],netral,Instagram
2024-08-22,Wow ada dok @budianavet & @suryaisrunning 🔥🔥🔥,wah ada dokter & [api][api][api],positif,Instagram
2024-08-22,Bali memanggil #MaybankMarathon #MMB2024,bali memanggil,netral,Twitter
2024-08-22,"WTB 21 K, COD, DM ya ? 🙏🏼","mencari beli 21 kilometer, bayar di tempat, kirim pesan ya? [memohon]",netral,Instagram
2024-08-22,Agung nya bukan saya ya tapi @agunggantar 😁,agungnya bukan saya ya tapi [senyum],netral,Instagram
2024-08-22,❤️❤️❤️❤️,[hati][hati][hati][hati],positif,Instagram
2024-08-22,Can't wait 😋,tidak sabar [menjilat bibir],positif,Instagram
2024-08-22,Bismillah,bismillah,netral,Instagram
2024-08-22,ada yg jual tiket 10k dm ya cod bali,"ada yang jual tiket 10 kilometer kirim pesan ya, bayar di tempat bali",netral,Instagram
2024-08-22,Min mau daftar shuttle masih bisa?,"admin, masih bisa daftar antar jemput?",netral,Instagram
2024-08-22,Jangan lupa kerjakan sholat subuh sebelum ngos2an 😂😍👏🔥,jangan lupa kerjakan salat subuh sebelum ngos ngosan [tertawa][terpesona][tepuk tangan][api],positif,Instagram
2024-08-22,caaannnttt waitttttttt😍,tidak sabar [terpesona],positif,Instagram
2024-08-22,Beli nya dimana ?,belinya di mana?,netral,Instagram
2024-08-22,Selamat bertugas coach @agunggantar dan ko @eka_hendrata ! Yang terbaik ya🔥🏃🏻🏃🏻,selamat bertugas pelatih dan kak semoga yang terbaik ya [api][lari][lari],positif,Instagram
2024-08-22,Keren bangat sih,keren banget sih,positif,Instagram
2024-08-22,Yg punya 10k mau dong,yang punya 10 kilometer mau dong,netral,Instagram
2024-08-22,Maybank and wadimor ❤️🔥❤️🔥,maybank dan wadimor [hati][api][hati][api],positif,Instagram
2024-08-22,Aaaaakkkk best pacerss!!!!! Good luckkkk🔥,ak pacer terbaik! semoga sukses [api],positif,Instagram
2024-08-22,Di mushola dikasih wadimor ya min?,di musala dikasih wadimor ya admin?,netral,Instagram
2024-08-22,Sub 4 ga ada min? 😂,di bawah 4 jam tidak ada admin? [tertawa],netral,Instagram
2024-08-22,ce @oliverebecadb elevasinya lumayan tuh,kak elevasinya lumayan tuh,netral,Instagram
2024-08-22,bismillah wadimor @faza_gokle @yogisepriadi biar Tuhan ga marah,bismillah wadimor biar tuhan tidak marah,netral,Instagram
2024-08-22,😍😍,[hati][hati],positif,Instagram
2024-08-22,menyalaaaa🔥🔥🔥🔥 semoga bisa dapat dua2nyw yes @andreaswidodo,menyala [api][api][api][api] semoga bisa dapat dua duanya ya,positif,Instagram
2024-08-22,ada yang mau tuker jersey ga ya? waktu itu salah ngisi. tuker m ke s yaaa kalo ada 🙏,ada yang mau tukar jersey tidak ya? waktu itu salah isi. tukar m ke s ya kalau ada [memohon],netral,Instagram
2024-08-22,#WTB want to buy MAYBANK MARATHON HM 10K BIB ONLY OR FULL PACKAGE ARE WELCOME DM #Maybankmarathon #balimaybankmarathon #maybankmarathon2024,ingin membeli maybank marathon setengah maraton 10k hanya bib atau paket lengkap juga boleh kirim pesan,netral,Twitter
2024-08-23,Selamat bertugas pacer🔥🔥🔥🔥,selamat bertugas pacer [api][api][api][api],positif,Instagram
2024-08-23,"Hiii HM adakah yang mau tuker jersey, punya saya L 😁 mau tuker ke M",hi setengah maraton ada yang mau tukar jersey? saya punya l [senyum] mau tukar ke m,netral,Instagram
2024-08-23,venue maybank marathon tahun ini sepertinya cakep banget gak ikut tahun ini,"lokasi acara maybank marathon tahun ini sepertinya sangat indah, tidak ikut tahun ini",positif,Twitter
2024-08-23,Asik bareng coach @agunggantar,asik bareng pelatih,positif,Instagram
2024-08-23,3yuk 😁,ayo yuk [senyum],positif,Instagram
2024-08-23,Keren @zulfikarhh 🔥🔥,keren [api][api],positif,Instagram
2024-08-23,@maybankmarathon Min. Yg ga brkt ke event. Jersey dan lainnya di kirim ga? Mengingat itu kan di bayar dan uang nya lumayan Terima kasih,admin. yang tidak berangkat ke acara. jersey dan lainnya dikirim tidak? mengingat itu sudah dibayar dan biayanya cukup besar. terima kasih,negatif,Instagram
2024-08-23,"Selamat berTugas kak,Sukses..🔥🔥","selamat bertugas kak, semoga sukses..[api][api]",positif,Instagram
2024-08-23,Taun depan kita wujudkan ikut Maybank Marathon itu,tahun depan kita wujudkan ikut maybank marathon itu,positif,Twitter
2024-08-23,Semoga bisa ikut gerbongnya @zulfikarhh dkk 🔥🔥,semoga bisa ikut gerbongnya dan kawan [api][api],positif,Instagram
2024-08-23,02:00 aye aye Capt,02:00 siap kapten,netral,Instagram
2024-08-23,Follow 2:00 😍,ikut 2:00 [terpesona],positif,Instagram
2024-08-23,Kaka tommy koq 2.45 ya… hadeh padahal mau ingat nostalgila saat Road to MBM neh 😩😩😩 sedih deh 😂😂,kak tommy kok 2 jam 45 menit ya… padahal mau nostalgia saat road to maybank marathon nih [sedih][sedih][sedih][tertawa][tertawa][tertawa],negatif,Instagram
2024-08-23,Racepack kita ambil besok ya @ibrahim_gatot,paket lomba kita ambil besok ya,netral,Instagram
2024-08-23,Jet darat semua..🔥🔥,jet darat semua..[api][api],positif,Instagram
2024-08-23,Keceee kaka @debbie_diarra  congrats selamat mengemban tugas🔥🔥,keren sekali kakak selamat mengemban tugas [api][api],positif,Instagram
2024-08-23,Andalan nya anak anak @mikeeycharles 🔥🔥,andalan anak [api][api],positif,Instagram
2024-08-23,@CRUSIYEL maybank marathon?,maybank marathon?,netral,Twitter
2024-08-23,Menyalaa Kakasur @suryaisrunning 🔥🔥 Ratakan Gianyaarr,menyala kakak surya [api][api] ratakan gianyar,positif,Instagram
2024-08-23,Yg mau beli Slot FM. Ada nih,yang mau beli slot maraton penuh. ada nih,netral,Instagram
2024-08-23,we juan bayar utangmu,"hey juan, bayar utangmu",negatif,Instagram
2024-08-23,@mikeeycharles menyalaaaa abangdaaaa🔥🔥🔥,menyala abangda [api][api][api],positif,Instagram
2024-08-23,gassss coach @arimasrudy 🔥🔥👏🙌,gas pelatih [api][api][tepuk tangan][angkat tangan],positif,Instagram
2024-08-23,WTB fm🙇‍♂️,ingin membeli maraton penuh [berlutut],netral,Instagram
2024-08-23,Good luck guys🙌🔥,semoga sukses teman [angkat tangan][api],positif,Instagram
2024-08-23,Aku ikut Sub 5 Jam 🙌,saya ikut bawah 5 jam [angkat tangan],netral,Instagram
2024-08-23,Goodluck om @azwaralvarro 🔥,semoga sukses om [api],positif,Instagram
2024-08-23,finish strong kawan @azwaralvarro @mikeeycharles 🙌🏻🙌🏻🙌🏻,selesaikan dengan kuat kawan [angkat tangan][angkat tangan],positif,Instagram
2024-08-23,Siap beraksi di Maybank Marathon 2024? Ada penawaran spesial yang bikin perjalanan Kamu makin hemat selama di Bali. Nikmati diskon 20% setiap kali menggunakan GoRide/GoCar dari/ke bandara atau menuju Bali United Training Center Gianyar Bali. Pastikan lakukan pembayaran,siap beraksi di maybank marathon 2024? ada penawaran spesial yang membuat perjalanan anda makin hemat selama di bali. nikmati potongan harga 20% setiap kali menggunakan goride/gocar dari/ke bandara atau menuju pusat pelatihan bali united gianyar bali. pastikan melakukan pembayaran,positif,Twitter
2024-08-23,Akhirnya yang ditunggu-tunggu telah tiba! Siapkan dirimu untuk sambut keseruan Maybank Marathon Bali 2024. Rasakan sensasi berlari makin seru di Bali dengan keindahan alam yang asri dan juga kental dengan budaya khas Bali. Ciptakan pengalaman tak terlupakan dengan menikmati,akhirnya yang ditunggu tunggu telah tiba! siapkan dirimu untuk sambut keseruan maybank marathon bali 2024. rasakan sensasi berlari makin seru di bali dengan keindahan alam yang asri dan juga kental dengan budaya khas bali. ciptakan pengalaman tak terlupakan dengan menikmati,positif,Twitter
2024-08-23,Laahh Maybank Marathon race minggu ini ya cepet amat,lahh maybank marathon lombanya minggu ini ya cepat sekali,netral,Twitter
2024-08-23,seru banget pada berangkat maybank marathon rame-rame,seru banget berangkat ke maybank marathon ramai,positif,Twitter
2024-08-23,Maybank Indonesia kembali mengadakan Maybank Marathon dan akan digelar pada 25 Agustus 2024 di Bali United Training Center Gianyar Bali.  hadir sebagai media partner siap mengawal setiap langkah dan cerita. Cek selengkapnya:,maybank indonesia kembali mengadakan maybank marathon dan akan digelar pada 25 agustus 2024 di pusat pelatihan bali united gianyar bali. hadir sebagai mitra media siap mengawal setiap langkah dan cerita. cek selengkapnya:,positif,Twitter
2024-08-23,bim ikut Maybank Marathon 2025 ga nanti?,bim ikut maybank marathon 2025 tidak nanti?,netral,Twitter
2024-08-23,Get Ready for a Spectacular Sale! Nikmati promo diskon up to 60% yang berlaku dari tanggal 23-24 Agustus 2024 hanya di booth Optik Tunggal Bali United Stadion spesial acara di Maybank Marathon Bali 2024. Banyak pilihan koleksi sunglasses yang menarik untuk menemani Anda saat,bersiaplah untuk penjualan spektakuler! nikmati promo diskon hingga 60% yang berlaku dari tanggal 23–24 agustus 2024 hanya di stan optik tunggal stadion bali united spesial acara di maybank marathon bali 2024. banyak pilihan kacamata hitam menarik untuk menemani anda saat,positif,Twitter
2024-08-23,@cakimiNOW Muktamar dimana..? Di Bali tgl 24 s/d 25 banyak ditutup jalan. Ada 13 ribu Marathon Maybank,muktamar di mana..? di bali tanggal 24 s/d 25 banyak jalan ditutup. ada 130 peserta maybank marathon,netral,Twitter
2024-08-23,Seru banget liat story orang2 yang lagi di Gianyar prepare Maybank Bali Marathon minggu lusa,seru banget lihat cerita orang yang sedang di gianyar persiapan maybank bali marathon minggu lusa,positif,Twitter
2024-08-23,Maybank Indonesia Perkuat Komitmen Keberlanjutan Pelestarian Lingkungan melalui Maybank Marathon 2024,maybank indonesia perkuat komitmen keberlanjutan pelestarian lingkungan melalui maybank marathon 2024,positif,Twitter
2024-08-23,Venue-nya maybank marathon cantik banget cok!,lokasi acara maybank marathon cantik sekali,positif,Twitter
2024-08-23,Kayaknya tidak usah buka medsos dulu beberapa hari ini. Maybank Bali Marathon terlalu keren . Bikin iri haha,sepertinya tidak usah buka media sosial dulu beberapa hari ini. maybank bali marathon terlalu keren. bikin iri haha,positif,Twitter
2024-08-23,yg jual 21km bisa dm,yang jual 21 kilometer bisa kirim pesan,netral,Instagram
2024-08-23,Semaaangat coach n sehat sampe hari H @arimasrudy 🔥🔥🔥,semangat pelatih dan sehat sampai hari h [api][api][api],positif,Instagram
2024-08-23,goodluck koch @ianjahrin @sugipriasederhana 🔥,semoga sukses pelatih [api],positif,Instagram
2024-08-23,mantap @azwaralvarro selamat bertugas 🔥🔥🔥🔥,mantap selamat bertugas [api][api][api][api],positif,Instagram
2024-08-23,nang @mas_yhud dibelakang 3.30 didepan 4.00,nang di belakang 3:30 di depan 4:00,netral,Instagram
2024-08-23,selamat bertugas para pacer 🔥,selamat bertugas para pacer [api],positif,Instagram
2024-08-23,Keren-keren Pacer nya🔥👏,keren pacernya [api][tepuk tangan],positif,Instagram
2024-08-23,Syarat pengambilan racepack apa aja ya?,syarat pengambilan paket lomba apa saja ya?,netral,Instagram
2024-08-23,Selamat bertugas @azwaralvarro 🔥,selamat bertugas [api],positif,Instagram
2024-08-23,Maybank Indonesia reinforces environmental commitment at Maybank Marathon 2024 - Environment - The Jakarta Post #jakpost,maybank indonesia tegaskan komitmen lingkungan di maybank marathon 2024 lingkungan the jakarta post,positif,Twitter
2024-08-23,Harusnya aing ikut Maybank Marathon tapi apalah daya everything is gone and has the reason. I didnt blame who is anyone that ruined my plan on this month,harusnya saya ikut maybank marathon tapi apalah daya semuanya hilang dan semua ada alasannya. saya tidak menyalahkan siapa pun yang menghancurkan rencana saya bulan ini,negatif,Twitter
2024-08-23,Bismillahh next iso nyusul Mass @arimasrudy 🔥🔥🔥,bismillah semoga bisa menyusul mas [api][api][api],positif,Instagram
2024-08-23,"@rayhanabdat Sub 03.00 Nih, Takbir!🔥","target di bawah 03.00 nih, takbir! [api]",positif,Instagram
2024-08-23,Sukses dan selamat bertugas Idola Aingg @engborupayung,sukses dan selamat bertugas idola saya,positif,Instagram
2024-08-23,Pacer 8.30 manaaa,pacer 8:30 mana,netral,Instagram
2024-08-23,Wtb hm (sudah berupa race pack) cod,mencari beli setengah maraton (sudah termasuk paket lomba) bayar di tempat,netral,Instagram
